ccode,year,UCDP_Civil_conflict_0_1_2,polity,GDP_per_capita_ln,GDP_growth,population_size,trade,ethnic_diversity,national_capacity,government,congress,ucdp_neighbor_confilctnumber
451,2000,1.0,0.0,5.049989545,-0.019792867,0.437473939,0.337491637,0.801,0.000238542,0.0,7.0,1.0
451,2001,1.0,0.0,4.974964891,0.066527303,0.438413387,0.575299629,0.801,0.000241709,0.0,7.0,3.0
451,2002,0.0,2.0,5.884201434,-0.063454556,0.438853154,0.359381586,0.801,0.000274995,0.0,7.0,3.0
451,2003,0.0,5.0,5.966134204,0.265241351,0.439114807,0.389169112,0.801,0.00032542,2.0,7.0,2.0
451,2004,0.0,5.0,6.027838923,0.094836313,0.439135371,0.464464364,0.801,0.000328772,2.0,7.0,3.0
451,2005,0.0,5.0,6.037274043,0.064788459,0.43880394,0.461719992,0.801,0.000332138,2.0,7.0,2.0
451,2006,0.0,5.0,6.139093991,0.043534998,0.43815103,0.47547984,0.801,0.00033531,2.0,7.0,0.0
451,2007,0.0,5.0,6.365211872,0.042831106,0.437307915,0.220888665,0.801,0.000338373,2.0,7.0,0.0
451,2008,0.0,7.0,6.450296515,0.03749758,0.436268519,0.218067993,0.801,0.0003238,3.0,7.0,2.0
451,2009,0.0,7.0,6.560123627,0.036860597,0.435022344,0.212566156,0.801,0.000320993,3.0,7.0,2.0
451,2010,0.0,7.0,6.482871554,0.015308032,0.433603993,0.230753396,0.801,0.000320272,3.0,7.0,2.0
451,2011,0.0,7.0,6.530935459,0.06355666,0.43202781,0.279541259,0.801,0.000319386,3.0,7.0,1.0
451,2012,0.0,7.0,6.636138618,0.081006552,0.430185145,0.437807969,0.801,0.000321711,3.0,7.0,3.0
451,2013,0.0,7.0,6.844287574,0.105783317,0.427966381,0.533813447,0.801,0.000322289,3.0,7.0,2.0
451,2014,0.0,7.0,7.019718596,0.146633238,0.425259547,0.533627646,0.801,0.00034223,3.0,7.0,2.0
451,2015,0.0,7.0,7.019974999,-0.078150151,0.42202589,0.511187773,0.801,0.000344114,3.0,7.0,2.0
451,2016,0.0,7.0,6.872724795,-0.043633326,0.418332811,0.364823958,0.801,0.000347091,3.0,7.0,3.0
451,2017,0.0,7.0,6.7398293,0.064374365,0.414359734,0.430672127,0.801,0.00033356,3.0,7.0,3.0
451,2018,0.0,7.0,6.659532363,0.032078609,0.410242626,0.415213782,0.801,0.00033356,3.0,7.0,3.0
451,2019,0.0,7.0,6.741599793,0.028938564,0.406049231,0.373774604,0.801,0.00033356,3.0,7.0,4.0
451,2020,0.0,7.0,6.738996354,0.055027094,0.402013919,0.37561953,0.801,0.00033356,3.0,7.0,4.0
451,2021,0.0,7.0,6.740847388,-0.01253349,0.398111458,0.30613101,0.801,0.00033356,3.0,7.0,4.0
451,2022,0.0,7.0,6.787164257,0.058968527,0.394052666,0.421435161,0.801,0.00033356,3.0,7.0,4.0
451,2023,0.0,7.0,6.758525385,0.053135546,0.389762344,0.450542127,0.801,0.00033356,3.0,7.0,6.0
451,2024,0.0,7.0,6.63243533,0.057100219,0.385317106,0.552867969,0.801,0.00033356,3.0,7.0,6.0
451,2025,0.0,7.0,6.694134554,0.042932234,0.380887344,0.40545445,0.801,0.00033356,3.0,7.0,6.0
451,2025,,7.0,6.694134554,0.04069853772368646,0.383843098,0.4406977126751852,0.801,0.00033355999999999994,3.0,7.0,5.0
451,2026,0.0,,,,,,,,,,
452,1962,0.0,1.0,5.208775577,0.03429674,0.459293198,0.625806452,0.736,0.000694746,2.0,1.0,1.0
452,1963,0.0,-3.0,5.243972137,0.041091586,0.464029847,0.526849037,0.736,0.000687362,2.0,1.0,0.0
452,1964,0.0,-3.0,5.328057814,0.044059742,0.468038837,0.486363636,0.736,0.000752431,2.0,1.0,0.0
452,1965,0.0,-9.0,5.42039408,0.022093275,0.471099947,0.437702265,0.736,0.000807223,1.0,1.0,1.0
452,1966,1.0,-9.0,5.56645568,0.013689989,0.473615515,0.438608458,0.736,0.000822917,1.0,1.0,0.0
452,1967,0.0,-4.0,5.577215685,-0.042582904,0.475817389,0.342555995,0.736,0.000842248,0.0,1.0,2.0
452,1968,0.0,-4.0,5.357620157,0.030753641,0.477721417,0.373670213,0.736,0.000889293,0.0,1.0,2.0
452,1969,0.0,-4.0,5.286591748,0.003688603,0.479395844,0.411764706,0.736,0.000979926,0.0,1.0,2.0
452,1970,0.0,-4.0,5.42394785,0.06006175,0.480914132,0.4007996,0.736,0.000938009,0.0,1.0,2.0
452,1971,0.0,4.0,5.518094736,0.097234726,0.482306401,0.440460381,0.736,0.000948093,2.0,1.0,2.0
452,1972,0.0,4.0,5.577496345,0.052161246,0.48364585,0.36,0.736,0.000950789,2.0,1.0,1.0
452,1973,0.0,-7.0,5.415223857,-0.024876554,0.48442328,0.359147425,0.736,0.000977901,0.0,1.0,1.0
452,1974,0.0,-7.0,5.738214665,0.028845842,0.484134757,0.378463296,0.736,0.000983267,0.0,1.0,0.0
452,1975,0.0,-7.0,5.671348318,0.068525168,0.483245052,0.401287554,0.736,0.000957964,0.0,1.0,0.0
452,1976,0.0,-7.0,5.613043122,-0.12431629,0.482030823,0.378004921,0.736,0.00087694,0.0,1.0,1.0
452,1977,0.0,-7.0,5.568337999,-0.035301828,0.479198838,0.317499234,0.736,0.000896955,0.0,1.0,2.0
452,1978,0.0,-7.0,5.681161192,0.022741072,0.474541051,0.22046045,0.736,0.00088971,0.0,1.0,2.0
452,1979,0.0,-5.0,5.788731516,0.084759356,0.46956394,0.180453636,0.736,0.000882411,0.0,1.0,2.0
452,1980,0.0,5.0,5.851206017,-0.025149414,0.464947418,0.223938771,0.736,0.000851516,2.0,1.0,1.0
452,1981,1.0,5.0,5.922253865,0.004716959,0.461611816,0.176211145,0.736,0.000843641,2.0,7.0,2.0
452,1982,0.0,5.0,5.842962006,-0.035030669,0.459329978,0.100790351,0.736,0.000862577,2.0,7.0,2.0
452,1983,1.0,-7.0,5.768967382,-0.069236504,0.456750409,0.063203433,0.736,0.000854988,0.0,1.0,1.0
452,1984,0.0,-7.0,5.744231402,-0.045637375,0.453688732,0.115448983,0.736,0.000851386,0.0,1.0,1.0
452,1985,0.0,-7.0,5.802115019,0.086475695,0.452185523,0.188146111,0.736,0.000865677,0.0,1.0,2.0
452,1986,0.0,-7.0,5.801255783,0.050916173,0.452575993,0.242438376,0.736,0.000872102,0.0,1.0,0.0
452,1987,0.0,-7.0,6.020323246,0.051991607,0.453610512,0.367116875,0.736,0.000830438,0.0,1.0,2.0
452,1988,0.0,-7.0,5.875362449,0.047948989,0.454528563,0.458481233,0.736,0.000839309,0.0,1.0,2.0
452,1989,0.0,-7.0,5.875272933,0.056281688,0.454469996,0.422454994,0.736,0.000875794,0.0,1.0,0.0
452,1990,0.0,-7.0,5.860686338,0.050858727,0.453697146,0.410858911,0.736,0.000891094,0.0,1.0,2.0
452,1991,0.0,-7.0,5.949450341,0.033288179,0.452677987,0.427281781,0.736,0.000852169,0.0,1.0,4.0
452,1992,0.0,-4.0,6.038477231,0.052818264,0.451837074,0.424883493,0.736,0.000881161,0.0,1.0,5.0
452,1993,0.0,-1.0,5.985009779,0.038794191,0.450460617,0.459935959,0.736,0.000889357,0.0,1.0,5.0
452,1994,0.0,-1.0,5.888326128,0.048500006,0.447991831,0.566691201,0.736,0.000916679,0.0,5.0,5.0
452,1995,0.0,-1.0,5.773009685,0.032999997,0.444715985,0.620211527,0.736,0.000954336,0.0,5.0,5.0
452,1996,0.0,-1.0,5.920337014,0.04112419,0.441638037,0.574230943,0.736,0.000970042,0.0,5.0,4.0
452,1997,0.0,2.0,5.966842056,0.046024612,0.438963297,0.722049441,0.736,0.000980158,0.0,6.0,2.0
452,1998,0.0,2.0,5.937119061,0.041963574,0.435354844,0.85401838,0.736,0.000995019,0.0,7.0,6.0
452,1999,0.0,2.0,5.994875721,0.047003908,0.430830708,0.805995432,0.736,0.001022375,0.0,7.0,5.0
452,2000,0.0,2.0,6.001507265,0.043999968,0.426506673,0.81705104,0.736,0.00103846,0.0,7.0,4.0
452,2001,0.0,2.0,5.540270645,0.037000001,0.422680716,1.160484302,0.736,0.001019454,0.0,7.0,6.0
452,2002,0.0,6.0,5.57800062,0.040000001,0.4187294,1.100458542,0.736,0.00100921,2.0,7.0,6.0
452,2003,0.0,6.0,5.698641431,0.044999996,0.414616003,0.974892432,0.736,0.001056783,2.0,7.0,5.0
452,2004,0.0,6.0,5.884433947,0.052000001,0.410787303,0.972871457,0.736,0.001056639,2.0,7.0,5.0
452,2005,0.0,8.0,6.009137716,0.056,0.407206382,0.996703343,0.736,0.001062304,3.0,7.0,3.0
452,2006,0.0,8.0,6.172977254,0.059000038,0.403933698,0.981715141,0.736,0.001072711,3.0,7.0,2.0
452,2007,0.0,8.0,6.810628581,0.063999126,0.400928952,0.645190542,0.736,0.001077731,3.0,7.0,2.0
452,2008,0.0,8.0,6.957615932,0.043468191,0.397945794,0.653543223,0.736,0.001178085,3.0,7.0,4.0
452,2009,0.0,8.0,7.076364595,0.091497989,0.395119911,0.695142256,0.736,0.001184311,3.0,7.0,4.0
452,2010,0.0,8.0,6.955310682,0.048444871,0.39273902,0.715947385,0.736,0.001183493,3.0,7.0,4.0
452,2011,0.0,8.0,7.142742432,0.078997119,0.391081007,0.753778158,0.736,0.001222147,3.0,7.0,3.0
452,2012,0.0,8.0,7.318828454,0.140471236,0.390092745,0.862954539,0.736,0.001196334,3.0,7.0,4.0
452,2013,0.0,8.0,7.342633704,0.092927894,0.389368742,0.931680351,0.736,0.001236116,3.0,7.0,3.0
452,2014,0.0,8.0,7.738834837,0.07312525,0.388606394,0.607593219,0.736,0.001262332,3.0,7.0,3.0
452,2015,0.0,8.0,7.576050353,0.028562402,0.387566594,0.638365624,0.736,0.001271173,3.0,7.0,3.0
452,2016,0.0,8.0,7.452270672,0.021207593,0.386068196,0.765212709,0.736,0.001287414,3.0,7.0,6.0
452,2017,0.0,8.0,7.556678807,0.033734657,0.384001406,0.678769994,0.736,0.001308145,3.0,7.0,6.0
452,2018,0.0,8.0,7.607523803,0.081288949,0.381355622,0.705483653,0.736,0.001308145,3.0,7.0,6.0
452,2019,0.0,8.0,7.694539267,0.062000777,0.37845903,0.679585175,0.736,0.001308145,3.0,7.0,7.0
452,2020,0.0,8.0,7.690586948,0.065077748,0.375512865,0.768248027,0.736,0.001308145,3.0,7.0,6.0
452,2021,0.0,8.0,7.694599893,0.005139417,0.372244578,0.665754987,0.736,0.001308145,3.0,7.0,7.0
452,2022,0.0,8.0,7.802285611,0.050764664,0.368759588,0.627078309,0.736,0.001308145,3.0,7.0,6.0
452,2023,0.0,8.0,7.710156438,0.038048498,0.365291305,0.701154558,0.736,0.001308145,3.0,7.0,8.0
452,2024,0.0,8.0,7.776914195,0.03140091,0.361789189,0.643878615,0.736,0.001308145,3.0,7.0,8.0
452,2025,0.0,8.0,7.77978995,0.055904547,0.358181308,0.697884227,0.736,0.001308145,3.0,7.0,7.0
452,2025,,8.0,7.77978995,0.05190171777588566,0.3605689345,0.7015477370622607,0.7360000000000001,0.001308145,3.0,7.0,7.0
452,2026,0.0,,,,,,,,,,
461,1962,0.0,-6.0,4.66184111,0.121693174,0.441401008,0.435185185,0.884,8.31e-05,1.0,1.0,1.0
461,1963,0.0,-6.0,4.689154741,0.037736528,0.442445712,0.435185185,0.884,9.16e-05,1.0,1.0,0.0
461,1964,0.0,-6.0,4.750276183,0.049996943,0.443591945,0.435185185,0.884,9.17e-05,1.0,1.0,0.0
461,1965,0.0,-6.0,4.875726225,0.142860113,0.445025772,0.5390625,0.884,0.000100664,1.0,1.0,1.0
461,1966,0.0,-6.0,4.96762412,0.154597127,0.4462145,0.48045977,0.884,0.000131103,1.0,1.0,0.0
461,1967,0.0,-6.0,5.075773149,0.094087191,0.447055089,0.49905838,0.884,0.000131774,1.0,1.0,3.0
461,1968,0.0,-7.0,5.105611045,0.055003716,0.447957302,0.463157895,0.884,0.000134928,0.0,1.0,2.0
461,1969,0.0,-7.0,5.107501504,0.050236919,0.448867683,0.502504174,0.884,0.000131355,0.0,1.0,2.0
461,1970,0.0,-7.0,5.168511905,0.108308683,0.449901239,0.551724138,0.884,0.000135636,0.0,1.0,2.0
461,1971,0.0,-7.0,5.080025677,0.025243026,0.451086936,0.598371777,0.884,0.000144486,0.0,1.0,2.0
461,1972,0.0,-7.0,5.168036097,0.0,0.45237634,0.615384615,0.883,0.000161273,0.0,1.0,1.0
461,1973,0.0,-7.0,5.297121924,0.076251575,0.45372243,0.542237443,0.883,0.000162013,0.0,1.0,1.0
461,1974,0.0,-7.0,5.461362902,0.03837484,0.455099931,0.478982301,0.883,0.000162926,0.0,1.0,0.0
461,1975,0.0,-7.0,5.756051985,0.048328491,0.456484008,0.668706963,0.883,0.000163352,0.0,1.0,0.0
461,1976,0.0,-7.0,5.827785241,0.024405412,0.457825371,0.734996103,0.882,0.000174215,0.0,1.0,1.0
461,1977,0.0,-7.0,5.806927411,-0.020515226,0.459095862,0.735876742,0.882,0.000182953,0.0,1.0,2.0
461,1978,0.0,-7.0,6.009653867,0.069590854,0.460185807,0.720379147,0.882,0.00018559,0.0,1.0,2.0
461,1979,0.0,-7.0,6.043836407,0.110454345,0.460984467,1.006355932,0.882,0.000200825,0.0,1.0,2.0
461,1980,0.0,-7.0,6.096863276,-0.051677426,0.461509641,0.947368421,0.881,0.000196612,0.0,1.0,1.0
461,1981,0.0,-7.0,6.310706089,0.145769561,0.461773084,1.096057047,0.881,0.000201691,0.0,3.0,2.0
461,1982,0.0,-7.0,6.113788141,-0.033151861,0.461777091,0.958139535,0.881,0.000207913,0.0,3.0,3.0
461,1983,0.0,-7.0,5.922904162,-0.035824025,0.461572268,1.186503522,0.88,0.000206924,0.0,3.0,1.0
461,1984,0.0,-7.0,5.81869464,-0.054140078,0.461157951,0.960067114,0.88,0.000211387,0.0,3.0,2.0
461,1985,0.0,-7.0,5.72128288,0.05555555,0.460460563,1.031867431,0.88,0.000217856,0.0,3.0,2.0
461,1986,1.0,-7.0,5.74896998,0.055555522,0.459473833,1.055474453,0.879,0.00022064,0.0,3.0,0.0
461,1987,0.0,-7.0,6.048027512,0.015865043,0.458255354,0.996189439,0.879,0.000223535,0.0,3.0,1.0
461,1988,0.0,-7.0,6.180616057,0.005101622,0.456858952,0.921683538,0.879,0.000233464,0.0,3.0,2.0
461,1989,0.0,-7.0,6.24907955,0.066423698,0.455275984,0.900509585,0.878,0.00022215,0.0,3.0,0.0
461,1990,0.0,-7.0,6.200507797,0.040600217,0.453475051,0.890871177,0.878,0.000227283,0.0,3.0,2.0
461,1991,0.0,-7.0,6.35627173,-0.002436561,0.451501853,0.597664883,0.878,0.000239532,0.0,3.0,4.0
461,1992,0.0,-5.0,6.311386312,-0.006999675,0.449392616,0.594614554,0.878,0.000250307,0.0,3.0,5.0
461,1993,0.0,-5.0,6.338094548,-0.039806868,0.447195979,0.496550131,0.877,0.000295633,0.0,3.0,5.0
461,1994,0.0,-2.0,6.028312243,-0.150958275,0.444904501,0.427125004,0.877,0.000258867,0.0,5.0,5.0
461,1995,0.0,-2.0,5.797882699,0.149824143,0.442481949,0.575643564,0.877,0.000255591,0.0,5.0,5.0
461,1996,0.0,-2.0,6.040779181,0.078458323,0.440136577,0.556017737,0.877,0.000274932,0.0,7.0,4.0
461,1997,0.0,-2.0,6.116043189,0.088362116,0.437680707,0.594098688,0.876,0.00027836,0.0,7.0,2.0
461,1998,0.0,-2.0,6.107025331,0.143773776,0.434766658,0.532069015,0.876,0.000296185,0.0,7.0,6.0
461,1999,0.0,-2.0,6.135907356,-0.022998766,0.431564238,0.557379245,0.876,0.000302743,0.0,7.0,6.0
461,2000,0.0,-2.0,6.10097229,0.024817514,0.428665038,0.501088996,0.876,0.000298646,0.0,7.0,5.0
461,2001,0.0,-2.0,6.018325059,-0.007834796,0.426283841,0.488080041,0.876,0.000268473,0.0,6.0,6.0
461,2002,0.0,-2.0,5.985679482,0.008234388,0.424483863,0.513941521,0.876,0.00029976,0.0,6.0,7.0
461,2003,0.0,-2.0,6.100853992,0.038266226,0.423091869,0.516095653,0.876,0.000321274,0.0,6.0,6.0
461,2004,0.0,-2.0,6.290022347,0.067201714,0.42178184,0.553899784,0.876,0.000306966,0.0,6.0,5.0
461,2005,0.0,-2.0,6.330195496,-0.009786653,0.420355769,0.578710939,0.876,0.00030919,0.0,6.0,3.0
461,2006,0.0,-4.0,6.314018678,-0.046662994,0.419136469,0.6145428,0.877,0.000319844,1.0,6.0,2.0
461,2007,0.0,-4.0,6.316265856,0.026501321,0.417680995,0.616128605,0.877,0.000321976,1.0,6.0,3.0
461,2008,0.0,-4.0,6.411141334,-0.011751369,0.416420451,0.617740721,0.877,0.000325418,1.0,6.0,4.0
461,2009,0.0,-4.0,6.579179524,0.040356132,0.4157061,0.623076674,0.877,0.00032723,1.0,7.0,4.0
461,2010,0.0,-4.0,6.581600905,0.05453811,0.415444807,0.6221042,0.878,0.000329529,1.0,7.0,5.0
461,2011,0.0,-2.0,6.559596501,0.05854334,0.41582697,0.667974886,0.878,0.000330311,1.0,7.0,4.0
461,2012,0.0,-2.0,6.665669634,0.058232562,0.416207594,0.777323127,0.879,0.000334123,1.0,7.0,5.0
461,2013,0.0,-2.0,6.637771168,0.063027143,0.416307197,0.757132086,0.879,0.000336669,1.0,7.0,4.0
461,2014,0.0,-2.0,6.718460828,0.058242507,0.416037627,0.821477878,0.88,0.000394548,1.0,7.0,4.0
461,2015,0.0,-2.0,6.752953331,0.056332374,0.415431256,0.709156518,0.881,0.000398833,1.0,7.0,4.0
461,2016,0.0,-2.0,6.622805454,0.054680414,0.414586839,0.691281379,0.882,0.000400738,1.0,7.0,7.0
461,2017,0.0,-2.0,6.651030846,0.042149039,0.413557964,0.66445041,0.883,0.000405437,1.0,7.0,6.0
461,2018,0.0,-2.0,6.676788331,0.040079126,0.41232214,0.582088603,0.884,0.000405437,1.0,7.0,7.0
461,2019,0.0,-2.0,6.747728021,0.047951833,0.410868775,0.575737388,0.884,0.000405437,1.0,7.0,8.0
461,2020,0.0,-2.0,6.718113244,0.049228332,0.409267242,0.56342174,0.884,0.000405437,1.0,7.0,7.0
461,2021,0.0,-2.0,6.762115059,0.021622866,0.407386317,0.550659514,0.884,0.000405437,1.0,7.0,8.0
461,2022,1.0,-2.0,6.870131485,0.051289011,0.405051722,0.563775581,0.884,0.000405437,1.0,7.0,7.0
461,2023,1.0,-2.0,6.8588091,0.062944369,0.4021696,0.615750924,0.884,0.000405437,1.0,7.0,8.0
461,2024,1.0,-2.0,6.962259827,0.061921158,0.398825494,,0.884,0.000405437,1.0,7.0,8.0
461,2025,1.0,-2.0,7.021424625,0.065320451,0.39525811,,0.884,0.000405437,1.0,7.0,7.0
461,2025,,-2.0,7.038634060178522,0.04716634349761794,0.39759915300000004,0.5999790281242824,0.884,0.000405437,1.0,7.0,8.0
461,2026,0.0,,,,,,,,,,
475,1962,0.0,8.0,4.586369843,0.001917955,0.411079096,,0.868,0.00411993,3.0,1.0,2.0
475,1963,0.0,8.0,4.65901892,0.041029926,0.411264653,,0.869,0.004083829,3.0,1.0,1.0
475,1964,0.0,8.0,4.688368599,0.085786189,0.41226584,,0.869,0.004216697,3.0,1.0,0.0
475,1965,0.0,7.0,4.738803348,0.049504887,0.413893019,,0.869,0.004261603,3.0,1.0,2.0
475,1966,1.0,7.0,4.773115792,0.048849768,0.415411469,,0.869,0.004384626,3.0,1.0,1.0
475,1967,2.0,-7.0,4.831368588,-0.042505142,0.416766482,,0.869,0.004465784,0.0,1.0,2.0
475,1968,2.0,-7.0,4.61017256,-0.157436282,0.418305586,,0.869,0.004494424,0.0,1.0,2.0
475,1969,2.0,-7.0,4.588402472,-0.012483602,0.420006652,,0.868,0.004681606,0.0,1.0,1.0
475,1970,2.0,-7.0,4.807593862,0.241973839,0.421801526,,0.868,0.0049733,0.0,1.0,1.0
475,1971,0.0,-7.0,5.418155782,0.250072419,0.423554949,,0.868,0.005798831,0.0,1.0,1.0
475,1972,0.0,-7.0,5.084376687,0.142375316,0.425437227,,0.867,0.006685206,0.0,1.0,1.0
475,1973,0.0,-7.0,5.349270791,0.03364262,0.427508937,,0.867,0.006555412,0.0,1.0,1.0
475,1974,0.0,-7.0,5.534847052,0.053927605,0.429632878,,0.866,0.006565571,0.0,1.0,0.0
475,1975,0.0,-7.0,6.001011331,0.111606745,0.431859917,,0.866,0.006457125,0.0,1.0,0.0
475,1976,0.0,-7.0,6.084678927,-0.052277476,0.434164965,,0.865,0.006364824,0.0,1.0,1.0
475,1977,0.0,-7.0,6.323264614,0.090423517,0.436612861,,0.864,0.006462582,0.0,1.0,2.0
475,1978,0.0,-7.0,6.285933489,0.060241178,0.439072027,,0.864,0.006779514,0.0,1.0,3.0
475,1979,0.0,0.0,6.268899016,-0.057641584,0.441574165,,0.863,0.006088464,0.0,1.0,3.0
475,1980,0.0,7.0,6.495256554,0.067594309,0.444054467,,0.863,0.005836095,3.0,1.0,1.0
475,1981,0.0,7.0,6.770055135,0.04204831,0.446159282,,0.862,0.005795817,3.0,7.0,2.0
475,1982,0.0,7.0,7.679348487,-0.131278805,0.448143564,,0.862,0.005916077,3.0,7.0,2.0
475,1983,0.0,7.0,7.507982381,-0.068033888,0.45014076,,0.861,0.006108744,3.0,7.0,1.0
475,1984,0.0,7.0,7.096782425,-0.10924085,0.452187056,,0.86,0.006056348,3.0,7.0,2.0
475,1985,0.0,-7.0,6.792831521,-0.011156232,0.453833858,,0.86,0.006489496,0.0,1.0,2.0
475,1986,0.0,-7.0,6.768079954,0.059130275,0.454842953,,0.859,0.006453435,0.0,1.0,0.0
475,1987,0.0,-7.0,6.444526177,0.000609453,0.455524169,,0.859,0.00646181,0.0,1.0,2.0
475,1988,0.0,-7.0,6.378352519,0.032001255,0.455690153,,0.858,0.006393503,0.0,1.0,2.0
475,1989,0.0,-7.0,6.292567656,0.073340255,0.455336682,,0.858,0.006385364,0.0,1.0,0.0
475,1990,0.0,-5.0,6.145232488,0.019193813,0.45457247,,0.857,0.006074644,0.0,1.0,2.0
475,1991,0.0,-5.0,6.323240863,0.117768859,0.453314345,,0.857,0.006213666,0.0,1.0,3.0
475,1992,0.0,-5.0,6.3934884,0.003583526,0.451809783,,0.856,0.006515965,0.0,1.0,5.0
475,1993,0.0,-5.0,6.23346107,0.046311929,0.450056668,,0.856,0.006511146,0.0,1.0,4.0
475,1994,0.0,-7.0,6.292630062,-0.020351188,0.447986205,,0.855,0.006557231,0.0,7.0,4.0
475,1995,0.0,-7.0,6.614570424,-0.018149245,0.44588869799999997,,0.855,0.006735812,0.0,1.0,5.0
475,1996,0.0,-6.0,7.14883004,-0.000726648,0.444019888,,0.854,0.006859685,0.0,1.0,3.0
475,1997,0.0,-6.0,7.398617775,0.04195924,0.442414087,,0.854,0.006994175,0.0,1.0,3.0
475,1998,0.0,-6.0,7.450820812,0.029370994,0.440848121,,0.854,0.007026702,0.0,1.0,6.0
475,1999,0.0,-1.0,7.50849655,0.025812541,0.439224265,,0.853,0.006688712,0.0,1.0,5.0
475,2000,0.0,4.0,6.177257912,0.005841269,0.437929054,,0.853,0.006788012,2.0,1.0,5.0
475,2001,0.0,4.0,6.306855956,0.050159348,0.437373767,,0.853,0.006405375,2.0,7.0,6.0
475,2002,0.0,4.0,6.341114278,0.059176846,0.437412253,,0.852,0.006773309,2.0,7.0,7.0
475,2003,0.0,4.0,6.569712603,0.153291557,0.437819674,,0.852,0.007709029,2.0,7.0,6.0
475,2004,2.0,4.0,6.639076489,0.07347195,0.43845914,,0.852,0.007693277,2.0,7.0,4.0
475,2005,0.0,4.0,6.870552811,0.092505582,0.439136943,,0.851,0.007822244,2.0,7.0,2.0
475,2006,0.0,4.0,7.100338203,0.064385165,0.439921106,,0.851,0.008049787,2.0,7.0,3.0
475,2007,0.0,4.0,7.378095674,0.06059428,0.440888219,,0.851,0.008064473,2.0,7.0,4.0
475,2008,0.0,4.0,7.504681702,0.065911304,0.441836871,,0.851,0.00837992,2.0,7.0,5.0
475,2009,1.0,4.0,7.675594927,0.067644728,0.442748826,,0.851,0.008513609,2.0,7.0,5.0
475,2010,0.0,4.0,7.507408117,0.080369251,0.443601791,,0.85,0.008559178,2.0,7.0,4.0
475,2011,1.0,4.0,7.697691877,0.080056559,0.44419064,,0.85,0.008695675,2.0,7.0,4.0
475,2012,1.0,4.0,7.791280298,0.053079242,0.444508968,,0.85,0.008952833,2.0,7.0,5.0
475,2013,2.0,4.0,7.876333802,0.042300612,0.444632627,,0.85,0.009063709,2.0,7.0,4.0
475,2014,2.0,4.0,7.963387285,0.066713354,0.444528313,,0.85,0.009024172,2.0,7.0,5.0
475,2015,2.0,4.0,8.035836176,0.063097187,0.444126647,,0.85,0.00910326,2.0,7.0,5.0
475,2016,2.0,7.0,7.858151203,0.026526933,0.443206336,,0.85,0.009206088,3.0,7.0,7.0
475,2017,2.0,7.0,7.635986134,-0.016168689,0.441420862,,0.85,0.009401371,3.0,7.0,7.0
475,2018,2.0,7.0,7.537611305,0.008058866,0.438805787,,0.85,0.009401371,3.0,7.0,8.0
475,2019,2.0,7.0,7.629917156,0.019227573,0.43573669,,0.85,0.009401371,3.0,7.0,9.0
475,2020,2.0,7.0,8.06803098,0.022084293,0.432268012,,0.85,0.009401371,3.0,7.0,8.0
475,2021,2.0,7.0,7.936726122,-0.063688984,0.428257358,,0.85,0.009401371,3.0,7.0,9.0
475,2022,2.0,7.0,7.933254718,0.011092525,0.423946991,,0.85,0.009401371,3.0,7.0,7.0
475,2023,2.0,7.0,7.972521351,0.043188295,0.419524339,,0.85,0.009401371,3.0,7.0,9.0
475,2024,2.0,7.0,7.668450745,0.033268456,0.414922288,,0.85,0.009401371,3.0,7.0,9.0
475,2025,2.0,7.0,6.989483106,0.040623641,0.410138455,,0.85,0.009401371,3.0,7.0,8.0
475,2025,,7.0,6.989483106,0.038406086826441685,0.41329738,0.0,0.85,0.009401371,3.0,7.0,8.0
475,2026,0.0,,,,,,,,,,
481,1962,0.0,-7.0,5.782159805,0.147668432,0.317733558,0.62874505,0.772,3.1e-05,1.0,3.5,2.0
481,1963,0.0,-7.0,5.856265536,0.074492116,0.321657262,0.624826571,0.773,2.93e-05,1.0,3.5,1.0
481,1964,1.0,-7.0,5.675642968,0.060924353,0.325984285,0.924966572,0.775,3.74e-05,1.0,3.5,0.0
481,1965,0.0,-7.0,5.994965802,0.045544536,0.330493245,0.778433515,0.776,3.6e-05,1.0,3.5,1.0
481,1966,0.0,-7.0,6.029613095,0.083333357,0.334639677,0.805405405,0.777,3.53e-05,1.0,3.5,2.0
481,1967,0.0,-7.0,6.096728658,0.045080046,0.338664618,0.793046323,0.779,3.7e-05,1.0,3.5,3.0
481,1968,0.0,-7.0,6.180478432,0.041151529,0.342827664,0.961078144,0.78,4.52e-05,1.0,3.5,3.0
481,1969,0.0,-9.0,6.245280812,0.025088009,0.347079197,0.976679979,0.781,6.31e-05,1.0,3.5,2.0
481,1970,0.0,-9.0,6.303370044,0.080829104,0.350865628,1.087063246,0.782,5.53e-05,1.0,3.5,2.0
481,1971,0.0,-9.0,6.299745183,0.086793422,0.354377939,0.877094776,0.783,6.79e-05,1.0,3.5,2.0
481,1972,0.0,-9.0,6.443201855,0.102587309,0.358344765,1.186488107,0.784,8.18e-05,1.0,3.5,2.0
481,1973,0.0,-9.0,6.542896699,0.113369707,0.362686808,1.45345318,0.785,8.49e-05,1.0,3.5,2.0
481,1974,0.0,-9.0,7.039696846,0.101824336,0.367131943,1.165114587,0.785,9.57e-05,1.0,3.5,0.0
481,1975,0.0,-9.0,7.777032509,0.394870952,0.371428946,1.008071025,0.786,9.48e-05,1.0,3.5,1.0
